election,election_date,locality,precinct,Early Voting,Election Day,Mailed Absentee,Provisional,Post-Election,TotalVoteTurnout,ActiveRegisteredVoters,InactiveRegisteredVoters,TotalRegisteredVoters
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,310 - KIRBY,491,738,178,13,40,1460,2291,125,2416
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,311 - LANGLEY,504,652,193,25,26,1400,2187,155,2342
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,312 - LONGFELLOW,555,886,265,10,39,1755,2719,191,2910
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,314 - MCLEAN,787,652,214,21,24,1698,2802,181,2983
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,315 - PIMMIT,703,1107,260,24,28,2122,3596,197,3793
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,316 - SALONA,646,840,314,15,41,1856,2917,168,3085
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,317 - WESTHAMPTON,248,342,96,7,8,701,1031,36,1067
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,318 - WESTMORELAND,340,549,151,16,20,1076,1621,101,1722
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,319 - HERNDON #1,929,1286,312,26,36,2589,4228,268,4496
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,320 - HERNDON #2,851,1258,325,28,36,2498,4501,310,4811
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,321 - CLEARVIEW,870,1472,346,26,35,2749,4094,220,4314
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,322 - FORESTVILLE,761,917,264,11,39,1992,3409,185,3594
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,323 - SHOUSE,415,799,197,12,33,1456,2345,81,2426
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,324 - HERNDON #3,684,1153,273,37,50,2197,4134,375,4509
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,325 - HUTCHISON,197,798,100,24,14,1133,2527,255,2782
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,327 - SUGARLAND,828,1218,251,15,52,2364,3671,195,3866
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,328 - HICKORY,910,960,249,19,27,2165,3521,187,3708
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,329 - SENECA,753,1096,289,23,41,2202,3627,212,3839
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,331 - SPRING HILL,526,715,192,10,28,1471,2337,131,2468
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,332 - COATES,674,1877,353,86,77,3067,6421,885,7306
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,401 - BUSH HILL,662,1294,312,46,45,2359,3685,211,3896
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,402 - CAMERON,158,486,93,7,11,755,1213,97,1310
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,403 - FORESTDALE,217,469,84,10,20,800,1445,87,1532
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,404 - EDISON #1,419,589,187,14,35,1244,1922,158,2080
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,405 - GROVETON,297,610,123,21,13,1064,2125,312,2437
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,406 - HAYFIELD,505,992,232,14,20,1763,2441,117,2558
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,408 - MOUNT EAGLE,435,969,244,31,38,1717,3057,335,3392
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,409 - PIONEER,471,1206,276,33,32,2018,4177,381,4558
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,410 - ROSE HILL,794,1694,422,40,60,3010,4972,356,5328
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,411 - VIRGINIA HILLS,419,898,191,24,22,1554,2587,144,2731
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,413 - FAIRFIELD,275,773,141,37,13,1239,2864,297,3161
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,415 - CRESTWOOD,261,1071,136,19,22,1509,2953,119,3072
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,417 - GARFIELD,490,1326,222,36,36,2110,4270,228,4498
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,418 - LYNBROOK #1,131,765,90,13,8,1007,2210,103,2313
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,419 - LANE,357,816,224,18,33,1448,2578,166,2744
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,420 - VILLAGES,1006,1434,500,38,68,3046,4834,388,5222
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,421 - KINGSTOWNE,655,1107,336,37,34,2169,3695,404,4099
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,422 - VAN DORN,715,1201,326,34,41,2317,3848,435,4283
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,423 - CLERMONT,504,1092,241,22,40,1899,2875,160,3035
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,424 - HUNTLEY,545,1087,217,11,34,1894,2781,201,2982
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,426 - GREENSPRING,130,975,288,29,39,1461,1803,94,1897
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,427 - ISLAND CREEK,498,1099,223,22,32,1874,2900,203,3103
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,428 - PINEWOOD,507,939,219,26,15,1706,3567,258,3825
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,429 - HYBLA VALLEY,388,977,160,28,18,1571,3758,455,4213
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,431 - WEST SPRINGFIELD,642,1120,256,15,38,2071,3117,185,3302
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,432 - EDISON #2,617,1031,299,28,23,1998,3532,321,3853
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,433 - LYNBROOK #2,9,57,8,,2,76,186,12,198
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,501 - BAILEYS,537,1171,247,52,38,2045,3865,336,4201
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,502 - BARCROFT,414,505,133,7,19,1078,1460,54,1514
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,503 - BELVEDERE,421,560,151,14,23,1169,1735,97,1832
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,504 - BRISTOW,253,884,125,34,10,1306,2921,202,3123
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,505 - GLEN FOREST,364,943,206,27,28,1568,3222,269,3491
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,506 - HOLMES,73,216,28,14,2,333,854,38,892
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,507 - LINCOLNIA,577,1006,244,30,24,1881,3600,378,3978
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,508 - MASONVILLE,431,747,157,28,13,1376,2253,85,2338
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,509 - PLAZA,35,453,29,22,3,542,1069,185,1254
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,510 - PARKLAWN,358,766,167,23,30,1344,2397,118,2515
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,511 - RAVENWOOD,336,663,151,12,28,1190,1782,96,1878
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,512 - SLEEPY HOLLOW,664,1122,294,17,36,2133,3312,124,3436
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,513 - SAINT ALBANS,524,869,233,22,30,1678,2703,109,2812
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,514 - CROSSROADS,92,372,211,21,16,712,1274,105,1379
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,515 - WESTLAWN,238,649,113,16,8,1024,1947,73,2020
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,516 - WEYANOKE,386,1069,199,25,28,1707,3431,322,3753
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,517 - WILLSTON,166,553,72,32,14,837,1906,245,2151
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,518 - COLUMBIA,368,892,158,30,16,1464,2957,220,3177
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,520 - SKYLINE,399,638,205,38,27,1307,2856,399,3255
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,521 - BROOK HILL,270,766,142,17,22,1217,2449,147,2596
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,522 - CAMELOT,350,950,192,10,27,1529,2133,89,2222
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,523 - POE,467,940,229,31,21,1688,2948,180,3128
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,525 - WALNUT HILL,675,1186,240,27,22,2150,4032,270,4302
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,526 - BREN MAR,496,1314,259,38,39,2146,3998,411,4409
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,527 - EDSALL,225,817,132,16,22,1212,2396,104,2500
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,528 - RIDGELEA,88,271,44,2,7,412,605,35,640
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,530 - TRIPPS,232,554,116,10,15,927,1913,127,2040
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,535 - FORT BUFFALO,298,740,120,23,24,1205,2199,194,2393
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,536 - WOODBURN,624,1094,279,32,34,2063,3497,166,3663
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,601 - BELLE HAVEN,534,918,169,19,25,1665,2751,167,2918
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,602 - BELLEVIEW,516,758,163,23,19,1479,2190,257,2447
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,604 - BUCKNELL,723,1183,250,49,32,2237,4337,543,4880
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,605 - FORT HUNT,747,852,156,14,26,1795,2543,109,2652
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,606 - HOLLIN HALL,920,965,215,17,38,2155,2914,141,3055
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,607 - HUNTINGTON,372,863,171,23,33,1462,3011,545,3556
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,608 - KIRKSIDE,652,649,162,14,15,1492,2178,107,2285
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,609 - MARLAN,666,764,198,18,21,1667,2387,132,2519
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,610 - SHERWOOD,603,598,123,15,12,1351,2383,192,2575
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,611 - STRATFORD,1045,1051,210,14,37,2357,3234,122,3356
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,612 - WAYNEWOOD,362,553,104,12,13,1044,1438,90,1528
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,613 - WESTGATE,914,1222,285,16,27,2464,3438,162,3600
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,614 - RIVERSIDE,638,696,185,13,13,1545,2190,137,2327
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,615 - WOODLEY,653,977,239,36,21,1926,3210,236,3446
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,616 - GUNSTON,377,755,135,31,22,1320,2803,481,3284
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,617 - LORTON,676,1103,173,40,25,2017,4071,383,4454
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,618 - NEWINGTON #1,271,978,124,15,17,1405,2290,133,2423
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,621 - GROSVENOR,342,825,148,42,30,1387,2710,458,3168
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,622 - LORTON STATION,629,1125,244,40,44,2082,4059,437,4496
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,623 - ALBAN,380,1078,165,35,28,1686,2992,206,3198
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,627 - WOODLAWN #1,291,641,114,11,7,1064,2197,204,2401
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,628 - LAUREL HILL #1,410,1148,190,25,42,1815,3407,262,3669
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,629 - SOUTH COUNTY,466,784,236,24,37,1547,2498,233,2731
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,630 - ARMY,493,775,193,18,27,1506,2384,157,2541
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,631 - POHICK CREEK,454,587,273,34,37,1385,2445,168,2613
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,632 - HALLEY #1,253,360,77,6,11,707,1107,53,1160
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,633 - HALLEY #2,82,88,27,2,11,210,329,14,343
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,634 - NEWINGTON #2,480,1058,191,24,26,1779,3306,202,3508
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,635 - WOODLAWN #2,279,629,157,47,18,1130,2723,444,3167
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,636 - LAUREL HILL #2,209,440,80,15,18,762,1673,125,1798
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,637 - MONTEBELLO,233,485,175,17,17,927,1226,61,1287
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,701 - BLAKE,881,1414,398,40,46,2779,4898,436,5334
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,704 - FREEDOM HILL,399,871,196,16,38,1520,2567,160,2727
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,705 - GRAHAM-GREENWAY,718,1287,237,24,51,2317,3680,197,3877
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,707 - MANTUA,442,919,270,19,40,1690,2543,110,2653
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,708 - MARSHALL,724,1185,298,33,34,2274,4006,550,4556
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,709 - MOSBY #1,410,715,167,35,23,1350,2604,293,2897
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,710 - PINE SPRING,394,808,147,22,28,1399,2406,169,2575
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,711 - PRICE,331,803,157,13,21,1325,2217,154,2371
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,712 - SHREVE,630,981,288,16,36,1951,2680,77,2757
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,713 - TIMBER LANE,540,1173,213,31,32,1989,3443,251,3694
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,714 - WALKER,626,1187,278,35,46,2172,3931,205,4136
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,718 - PINE RIDGE,411,810,214,11,26,1472,2594,179,2773
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,720 - THOREAU,533,1145,331,14,49,2072,3063,133,3196
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,721 - MERRIFIELD,656,1208,342,54,43,2303,4168,638,4806
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,723 - GALLOWS EAST,375,681,170,21,34,1281,2484,323,2807
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,726 - MAGARITY,756,1392,322,45,50,2565,5101,477,5578
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,727 - OAKTON,605,873,291,10,26,1805,2671,139,2810
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,729 - NOTTOWAY,980,959,395,24,44,2402,3821,325,4146
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,731 - TYSONS,456,625,251,58,11,1401,3119,452,3571
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,732 - OAKTREE CROSSING,859,1314,368,29,32,2602,4038,220,4258
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,733 - KILMER,781,1463,428,39,59,2770,4682,400,5082
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,734 - HUNTERS BRANCH,828,684,224,22,23,1781,2902,263,3165
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,735 - ROTONDA,95,576,58,14,10,753,1448,118,1566
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,736 - BEDFORD,52,145,26,7,7,237,612,153,765
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,737 - MOSBY #2,228,214,112,10,7,571,1074,118,1192
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,738 - JONES BRANCH,268,619,124,25,14,1050,2426,347,2773
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,801 - BURKE #1,525,858,185,15,13,1596,2839,227,3066
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,802 - CEDAR LAKE,315,452,129,16,18,930,1770,189,1959
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,803 - CLIFTON SOUTH,655,842,219,6,28,1750,2601,121,2722
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,804 - COLCHESTER,438,689,150,11,15,1303,1926,85,2011
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,805 - FAIRFAX STATION,476,557,107,9,9,1158,1637,50,1687
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,806 - SYDENSTRICKER,714,1176,274,22,26,2212,3281,141,3422
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,807 - HUNT VALLEY,436,1010,177,12,23,1658,2433,129,2562
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,811 - POHICK,351,705,130,11,28,1225,2186,162,2348
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,812 - VALLEY,655,1086,234,19,41,2035,3064,163,3227
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,815 - WOODYARD,430,479,145,6,14,1074,1635,68,1703
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,824 - ORANGE,849,1509,332,21,39,2750,4082,200,4282
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,825 - CHERRY RUN,662,1062,273,8,44,2049,2953,139,3092
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,833 - WHITE OAKS,464,1261,231,31,29,2016,3360,147,3507
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,838 - SANGSTER,552,898,208,14,22,1694,2370,98,2468
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,839 - SILVERBROOK,755,1327,284,15,31,2412,3603,150,3753
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,841 - POPES HEAD,371,601,113,4,15,1104,1656,87,1743
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,842 - PARKWAY,476,886,175,8,22,1567,2412,90,2502
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,843 - FAIR LAKES,528,1163,245,26,29,1991,3508,286,3794
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,844 - CENTERPOINTE,562,723,246,36,24,1591,3351,507,3858
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,845 - FOUNTAINHEAD,805,1309,315,22,27,2478,3805,195,4000
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,846 - GREENBRIAR EAST,606,1127,244,37,40,2054,3728,407,4135
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,847 - GREENBRIAR WEST,366,917,177,14,22,1496,2522,162,2684
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,848 - FAIR OAKS,831,961,351,26,33,2202,4475,315,4790
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,849 - NEWGATE NORTH,630,1039,211,8,27,1915,2866,123,2989
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,850 - SOUTH RUN,781,989,294,13,36,2113,3039,126,3165
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,851 - WILLOW SPRINGS #1,224,399,155,7,9,794,1289,64,1353
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,854 - NEWGATE SOUTH,632,1075,174,16,17,1914,2936,169,3105
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,855 - SARATOGA,559,1353,290,44,34,2280,3818,228,4046
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,856 - PENDERBROOK,559,1347,249,24,33,2212,3985,378,4363
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,857 - ISLAND POND,25,60,27,2,,114,209,4,213
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,858 - CLIFTON TOWN,37,91,11,1,2,142,201,6,207
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,859 - LIBERTY,553,655,206,16,13,1443,2237,81,2318
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,860 - SANDY RUN,286,398,92,13,13,802,1234,48,1282
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,861 - BURKE #2,387,768,166,9,27,1357,2331,147,2478
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,862 - WILLOW SPRINGS #2,374,521,143,5,10,1053,1735,81,1816
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,901 - CENTRE RIDGE,603,981,196,29,36,1845,3681,300,3981
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,902 - BROOKFIELD,520,1456,252,39,33,2300,4546,280,4826
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,903 - CUB RUN,1110,1451,276,27,31,2895,4857,361,5218
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,904 - STONECROFT,315,651,107,20,14,1107,2186,98,2284
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,905 - FRANKLIN,635,1085,202,8,15,1945,2872,99,2971
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,908 - HIDDEN MEADOW,519,876,213,22,15,1645,2378,121,2499
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,909 - OAK HILL,436,863,152,7,17,1475,2177,68,2245
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,910 - LONDON TOWNE,589,1323,210,28,24,2174,4279,256,4535
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,911 - NAVY,877,1272,337,30,45,2561,4246,186,4432
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,913 - ROCKY RUN,1083,1570,381,32,40,3106,5279,129,5408
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,914 - VALE,633,881,277,14,24,1829,2736,129,2865
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,915 - VIRGINIA RUN,638,1028,169,9,30,1874,2962,114,3076
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,916 - WAPLES MILL,1133,1404,455,15,32,3039,4469,189,4658
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,917 - STONE,703,1264,232,26,27,2252,4074,237,4311
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,918 - CENTREVILLE,647,1523,310,35,35,2550,5054,428,5482
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,919 - GREEN TRAILS,657,1483,293,37,33,2503,4744,247,4991
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,920 - CHANTILLY,386,648,192,18,16,1260,2401,96,2497
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,921 - DEER PARK,673,1199,230,18,29,2149,3482,139,3621
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,923 - BULL RUN,561,947,166,21,24,1719,2803,110,2913
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,924 - SPINDLE,373,562,101,23,19,1078,2420,255,2675
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,925 - OLD MILL,321,674,101,18,12,1126,2032,80,2112
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,926 - POWELL,556,1389,277,49,34,2305,4950,262,5212
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,927 - ARMFIELD,459,981,203,27,24,1694,3217,227,3444
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,928 - POPLAR TREE,571,1102,177,14,23,1887,2999,107,3106
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,929 - DIFFICULT RUN,122,206,51,2,8,389,576,22,598
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,931 - CARSON,395,866,219,23,23,1526,2499,116,2615
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,934 - FOX VALLEY,188,517,91,7,12,815,1461,85,1546
2025 November General,11/4/2025 0:00,FAIRFAX COUNTY,935 - ROBINSON MILL,107,204,40,11,4,366,899,104,1003
2025 November General,11/4/2025 0:00,FALLS CHURCH CITY,001 - FIRST WARD,1025,1080,250,34,7,2396,3655,180,3835
2025 November General,11/4/2025 0:00,FALLS CHURCH CITY,002 - SECOND WARD,1207,971,238,39,9,2464,3573,299,3872
2025 November General,11/4/2025 0:00,FALLS CHURCH CITY,003 - THIRD WARD,1324,1038,355,44,13,2774,4093,184,4277
2025 November General,11/4/2025 0:00,FAUQUIER COUNTY,101 - KETTLE RUN,394,648,73,7,8,1130,1769,46,1815
2025 November General,11/4/2025 0:00,FAUQUIER COUNTY,102 - CATLETT,711,1133,118,9,10,1981,3401,99,3500
2025 November General,11/4/2025 0:00,FAUQUIER COUNTY,103 - CASANOVA,1116,985,138,12,22,2273,3628,108,3736
2025 November General,11/4/2025 0:00,FAUQUIER COUNTY,104 - LOIS,284,529,50,8,3,874,1450,38,1488
2025 November General,11/4/2025 0:00,FAUQUIER COUNTY,105 - OPAL,326,590,35,11,1,963,1586,53,1639
2025 November General,11/4/2025 0:00,FAUQUIER COUNTY,201 - WARD 1,374,482,88,9,6,959,1601,65,1666
2025 November General,11/4/2025 0:00,FAUQUIER COUNTY,202 - WARD 2,353,366,64,7,6,796,1351,84,1435
2025 November General,11/4/2025 0:00,FAUQUIER COUNTY,203 - WARD 3,327,447,60,11,3,848,1484,55,1539
