"election","election_date","locality","precinct","district","district_type","provisional_ballots","absentee_ballots","in_person_ballots","in_person_curbside_ballots","TotalVoteTurnout","ActiveRegisteredVoters","InactiveRegisteredVoters","TotalRegisteredVoters"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","077 - BROOKWOOD","02","Congressional","1","0","1020","30","1021","3094","373","3467"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","078 - INDIAN LAKES","02","Congressional","1","0","1001","0","1002","2646","165","2811"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","079 - PLEASANT HALL","02","Congressional","1","0","806","39","807","3061","218","3279"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","080 - CHIMNEY HILL","02","Congressional","0","0","854","16","854","2710","224","2934"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","081 - ROCK LAKE","02","Congressional","3","0","1148","1","1151","3487","197","3684"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","082 - SHELBURNE","02","Congressional","2","0","998","3","1000","2502","134","2636"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","083 - STRAWBRIDGE","02","Congressional","8","0","1402","4","1410","3434","185","3619"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","084 - TALLWOOD","02","Congressional","4","0","1077","11","1081","2998","290","3288"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","085 - UPTON","02","Congressional","5","0","1384","10","1389","3794","185","3979"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","086 - HAYGOOD","02","Congressional","3","0","1217","18","1220","3258","158","3416"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","087 - HILLCREST","02","Congressional","3","0","1127","15","1130","2740","126","2866"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","088 - NORTH LANDING","02","Congressional","4","0","1024","2","1028","2813","143","2956"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","089 - LAKE CHRISTOPHER","02","Congressional","6","0","1202","29","1208","2890","128","3018"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","090 - LAKE JOYCE","02","Congressional","2","0","817","4","819","2140","115","2255"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","091 - LEXINGTON","02","Congressional","6","0","1011","26","1017","3295","236","3531"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","092 - LITTLE NECK","02","Congressional","4","0","1049","12","1053","2050","101","2151"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","093 - NEWTOWN","02","Congressional","6","0","837","15","843","3509","466","3975"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","094 - PINEWOOD","02","Congressional","0","0","659","5","659","1680","81","1761"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","095 - DAM NECK","02","Congressional","2","0","821","5","823","2170","151","2321"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","096 - HILLTOP","02","Congressional","2","0","716","0","718","2587","226","2813"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","097 - INDIAN RIVER","02","Congressional","10","0","955","13","965","2834","244","3078"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","098 - INDEPENDENCE","02","Congressional","5","0","578","9","583","1945","341","2286"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","099 - SALEM WOODS","02","Congressional","3","0","744","4","747","2462","179","2641"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","100 - SANDBRIDGE","02","Congressional","7","0","686","4","693","1380","132","1512"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","##AB - Central Absentee Precinct","00","Local","0","223","0","0","223","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","##AB - Central Absentee Precinct","00","Local","0","269","0","0","269","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","##AB - Central Absentee Precinct","00","Local","0","496","0","0","496","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","##AB - Central Absentee Precinct","00","Local","0","988","0","0","988","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","##AB - Central Absentee Precinct","06","Congressional","0","988","0","0","988","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","##EV - Central Absentee Precinct","00","Local","0","1012","0","11","1012","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","##EV - Central Absentee Precinct","00","Local","0","1160","0","14","1160","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","##EV - Central Absentee Precinct","00","Local","0","1855","0","24","1855","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","##EV - Central Absentee Precinct","00","Local","0","4027","0","49","4027","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","##EV - Central Absentee Precinct","06","Congressional","0","4027","0","49","4027","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","##PE - Central Absentee Precinct","00","Local","0","7","0","0","7","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","##PE - Central Absentee Precinct","00","Local","0","11","0","0","11","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","##PE - Central Absentee Precinct","00","Local","0","19","0","0","19","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","##PE - Central Absentee Precinct","00","Local","0","37","0","0","37","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","##PE - Central Absentee Precinct","06","Congressional","0","37","0","0","37","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","101 - FORK TOWN","06","Congressional","3","0","37","0","40","2055","116","2171"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","101 - FORK TOWN","06","Congressional","3","0","571","7","574","2055","116","2171"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","102 - OTTERBURN","06","Congressional","2","0","1421","2","1423","3378","113","3491"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","201 - HAPPY CREEK","06","Congressional","2","0","1075","7","1077","2936","139","3075"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","202 - LINDEN","06","Congressional","3","0","1172","5","1175","2659","119","2778"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","301 - NORTH RIVER","06","Congressional","2","0","794","4","796","2688","114","2802"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","302 - RIVERTON","06","Congressional","2","0","1177","16","1179","2872","105","2977"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","401 - EAST SHENANDOAH","06","Congressional","0","0","1642","18","1642","4370","258","4628"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","402 - TOWN - WEST SHENANDOAH","06","Congressional","0","0","610","1","610","1739","53","1792"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","501 - SOUTH RIVER","06","Congressional","3","0","21","0","24","3462","165","3627"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","501 - SOUTH RIVER","06","Congressional","3","0","1124","15","1127","3462","165","3627"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","502 - BENTONVILLE","06","Congressional","3","0","573","7","576","1071","46","1117"
"2021 November General ","2021-11-02 00:00:00","WARREN COUNTY","504 - BROWNTOWN","06","Congressional","0","0","455","1","455","829","19","848"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","##AB - Central Absentee Precinct","00","Local","0","625","0","0","625","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","##AB - Central Absentee Precinct","00","Local","0","799","0","0","799","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","##AB - Central Absentee Precinct","00","Local","0","1424","0","0","1424","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","##AB - Central Absentee Precinct","09","Congressional","2","1424","0","0","1426","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","##EV - Central Absentee Precinct","00","Local","0","2336","0","22","2336","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","##EV - Central Absentee Precinct","00","Local","0","2861","0","30","2861","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","##EV - Central Absentee Precinct","00","Local","0","5197","0","52","5197","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","##EV - Central Absentee Precinct","09","Congressional","0","5197","0","52","5197","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","##PE - Central Absentee Precinct","00","Local","0","30","0","0","30","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","##PE - Central Absentee Precinct","00","Local","0","60","0","0","60","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","##PE - Central Absentee Precinct","09","Congressional","0","60","0","0","60","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","101 - EAST ABINGDON","09","Congressional","3","0","1175","0","1178","3625","169","3794"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","102 - WEST ABINGDON","09","Congressional","0","0","586","6","586","1897","88","1985"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","201 - CLINCHBURG","09","Congressional","0","0","568","16","568","1117","37","1154"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","202 - GREENDALE","09","Congressional","1","0","792","5","793","1911","43","1954"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","203 - HAYTERS GAP","09","Congressional","1","0","341","0","342","664","19","683"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","204 WOODLAND HILLS","09","Congressional","0","0","595","3","595","1607","42","1649"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","301 - WATAUGA","09","Congressional","2","0","1195","6","1197","2846","98","2944"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","302 - SOUTH ABINGDON","09","Congressional","1","0","949","10","950","3005","135","3140"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","401 - GLADE SPRING","09","Congressional","1","0","1006","8","1007","2154","53","2207"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","402 - MEADOWVIEW","09","Congressional","0","0","1132","7","1132","2673","74","2747"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","501 - RHEA VALLEY","09","Congressional","0","0","1448","10","1448","3190","71","3261"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","502 - DAMASCUS","09","Congressional","0","0","708","7","708","1595","46","1641"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","504 - GREEN COVE","09","Congressional","0","0","134","0","134","253","1","254"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","601 - BURSON PLACE","09","Congressional","0","0","1162","4","1162","2632","64","2696"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","602 - MENDOTA","09","Congressional","0","0","266","2","266","504","12","516"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","603 - VALLEY INSTITUTE","09","Congressional","1","0","930","7","931","2010","43","2053"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","701 - HIGH POINT","09","Congressional","1","0","980","5","981","2190","62","2252"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","702 - WALLACE","09","Congressional","0","0","452","0","452","1060","26","1086"
"2021 November General ","2021-11-02 00:00:00","WASHINGTON COUNTY","703 - JOHN BATTLE","09","Congressional","2","0","939","5","941","2416","84","2500"
"2021 November General ","2021-11-02 00:00:00","WAYNESBORO CITY","##AB - Central Absentee Precinct","00","Local","0","921","0","0","921","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WAYNESBORO CITY","##AB - Central Absentee Precinct","06","Congressional","0","921","0","0","921","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WAYNESBORO CITY","##EV - Central Absentee Precinct","00","Local","0","2223","0","0","2223","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WAYNESBORO CITY","##EV - Central Absentee Precinct","06","Congressional","0","2223","0","0","2223","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WAYNESBORO CITY","##PE - Central Absentee Precinct","00","Local","0","19","0","0","19","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WAYNESBORO CITY","##PE - Central Absentee Precinct","06","Congressional","0","19","0","0","19","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WAYNESBORO CITY","001 - WARD A","06","Congressional","0","0","780","0","780","2658","156","2814"
"2021 November General ","2021-11-02 00:00:00","WAYNESBORO CITY","002 - WARD B","06","Congressional","0","0","1226","0","1226","3556","201","3757"
"2021 November General ","2021-11-02 00:00:00","WAYNESBORO CITY","003 - WARD C","06","Congressional","0","0","1146","0","1146","3520","223","3743"
"2021 November General ","2021-11-02 00:00:00","WAYNESBORO CITY","004 - WARD D","06","Congressional","0","0","1546","0","1546","4275","225","4500"
"2021 November General ","2021-11-02 00:00:00","WESTMORELAND COUNTY","##AB - Central Absentee Precinct","00","Local","0","525","0","0","525","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WESTMORELAND COUNTY","##AB - Central Absentee Precinct","01","Congressional","0","525","0","0","525","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WESTMORELAND COUNTY","##EV - Central Absentee Precinct","00","Local","0","1999","0","18","1999","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WESTMORELAND COUNTY","##EV - Central Absentee Precinct","01","Congressional","0","1999","0","18","1999","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WESTMORELAND COUNTY","##PE - Central Absentee Precinct","00","Local","0","10","0","0","10","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WESTMORELAND COUNTY","##PE - Central Absentee Precinct","00","Local","0","15","0","0","15","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WESTMORELAND COUNTY","##PE - Central Absentee Precinct","01","Congressional","0","10","0","0","10","0","0","0"
"2021 November General ","2021-11-02 00:00:00","WESTMORELAND COUNTY","101 - PRECINCT 1-1","01","Congressional","0","0","543","12","543","1505","54","1559"
"2021 November General ","2021-11-02 00:00:00","WESTMORELAND COUNTY","102 - PRECINCT 1-2","01","Congressional","0","0","272","0","272","863","21","884"
"2021 November General ","2021-11-02 00:00:00","WESTMORELAND COUNTY","201 - PRECINCT 2-1","01","Congressional","7","0","606","14","613","1821","58","1879"
"2021 November General ","2021-11-02 00:00:00","WESTMORELAND COUNTY","202 - PRECINCT 2-2","01","Congressional","0","0","413","3","413","1006","27","1033"
"2021 November General ","2021-11-02 00:00:00","WESTMORELAND COUNTY","301 - PRECINCT 3-1","01","Congressional","0","0","438","8","438","1408","43","1451"
"2021 November General ","2021-11-02 00:00:00","WESTMORELAND COUNTY","302 - PRECINCT 3-2","01","Congressional","0","0","498","3","498","1190","42","1232"
"2021 November General ","2021-11-02 00:00:00","WESTMORELAND COUNTY","401 - PRECINCT 4-1","01","Congressional","6","0","1190","3","1196","2667","110","2777"
"2021 November General ","2021-11-02 00:00:00","WESTMORELAND COUNTY","501 - PRECINCT 5-1","01","Congressional","5","0","1136","12","1141","2663","150","2813"
